Dystans (m),Wysokość (m)
0,157.9916076660156
110.98436869410875,158.5118560791016
221.9687373882175,159.0836791992188
332.95310608232626,160
443.937474776435,161.1243896484375
554.9218434705438,162.6772918701172
665.9062121646525,162.9929351806641
776.8905808587613,161.9162445068359
887.87494955287,161.6288604736328
998.8593182469788,160.9923706054688
1109.8436869410875,162.044921875
1220.8280556351963,162.0088043212891
1331.812424329305,160.5398559570312
1442.7967930234138,158.6869049072266
1553.7811617175225,157.1113739013672
1664.7655304116313,156.3476257324219
1775.74989910574,155.3523254394531
1886.7342677998488,155.7877655029297
1997.7186364939575,155.2568817138672
2108.7030051880665,153.7956390380859
2219.687373882175,151.0819244384766
2330.6717425762836,149.6167907714844
2441.6561112703926,149.0719604492188
2552.6404799645015,146.3668823242188
2663.62484865861,148.3943939208984
2774.6092173527186,149.2820434570312
2885.5935860468276,150.6537628173828
2996.5779547409365,154.088134765625
3107.562323435045,157.3528137207031
3218.5466921291536,157.17724609375
3329.5310608232626,158.0982818603516
3440.5154295173716,159.8552398681641
3551.49979821148,159.6941833496094
3662.4841669055886,161.1783142089844
3773.4685355996976,163.4378051757812
3884.4529042938066,164.8392791748047
3995.437272987915,165.9837646484375
4106.421641682024,166.8826141357422
4217.406010376133,166.4333648681641
4328.390379070242,167.1014251708984
4439.37474776435,167
4550.359116458459,165.3751220703125
4661.343485152567,164.6077575683594
4772.327853846677,162.4511871337891
4883.312222540785,160.7476043701172
4994.296591234894,159.8424072265625
5105.280959929003,157.9904174804688
5216.265328623112,156.4415283203125
5327.24969731722,155
5438.234066011329,153.3510589599609
5549.218434705437,152.2772064208984
5660.202803399547,149.3450469970703
5771.187172093655,149.5758056640625
5882.171540787764,153.7102966308594
5993.155909481873,157.9156494140625
6104.140278175982,160.8171844482422
6215.12464687009,158.9295349121094
6326.109015564199,160.7658843994141
6437.093384258307,161.0864105224609
6548.077752952417,160.1938171386719
6659.062121646525,160.7057495117188
6770.046490340634,162
6881.030859034743,162.1414794921875
6992.015227728852,163.8658905029297
7102.99959642296,163.9531555175781
7213.983965117069,164.6452178955078
7324.968333811177,161.8536987304688
